QID,wei_1,wei_2,wei_3
Q2774_C6,1,1,1
Q2775_C1,0,0,0
Q2775_C2,0,0,0
Q2775_C3,0,0,0
Q2775_C4,0,0,0
Q2775_C5,0,0,0
Q2775_C6,0,0,0
Q2776_C1,0.3257848706,0.3268597508,0.3283436352
Q2776_C2,0.2875045057,0.292173645,0.2933312112
Q2776_C3,0,0,0
Q2776_C4,0,0,0
Q2776_C5,0,0,0
Q2776_C6,0,0,0
Q2776_C7,0.6132893762,0.6190333958,0.6216748464
Q2776_C8,0.3257848706,0.3268597508,0.3283436352
Q2776_C9,0,0,0
Q2776_C10,0,0,0
Q2776_C11,0,0,0
Q2776_C12,0,0,0
Q2776_C13,1,1,1
Q2776_C14,0,0,0
Q2776_C15,0,0,0
Q2776_C16,0,0,0
Q2776_C17,0,0,0
Q2777_C1,0,0,0
Q2777_C2,0,0,0
Q2777_C3,0,0,0
Q2777_C4,0,0,0
Q2778_C1,0,0,0
Q2778_C2,1,1,1
Q2778_C3,0,0,0
Q2778_C4,0,0,0
Q2778_C5,0.2382165872,0.2538137467,0.2412211747
Q2779_C1,0,0,0
Q2779_C2,0,0,0
Q2779_C3,0,0,0
Q2779_C4,0,0,0
Q2779_C5,0,0,0
Q2779_C6,0,0,0
Q2779_C7,0,0,0
Q2779_C8,0,0,0
Q2779_C9,0,0,0
Q2779_C10,0,0,0
Q2779_C11,0,0,0
Q2779_C12,0,0,0
Q2779_C13,0,0,0
Q2779_C14,0,0,0
Q2779_C15,0,0,0
Q2779_C16,0,0,0
Q2779_C17,0,0,0
Q2779_C18,0,0,0
Q2779_C19,0,0,0
Q2779_C20,0,0,0
Q2779_C21,0,0,0
Q2779_C22,0,0,0
Q2779_C23,0,0,0
Q2780_C1,0,0,0
Q2781_C1,1,1,1
Q2781_C2,0.502149257,0.5019222967,0.5003561656
Q2781_C3,0.502149257,0.5019222967,0.5003561656
Q2781_C4,0,0,0
Q2782_C1,0,0,0
Q2782_C2,0,0,0
Q2783_C1,0,0,0
Q2784_C1,0,0,0
Q2784_C2,1,1,1
Q2785_C1,0,0,0
Q2786_C1,0.3901713912,0.3846635875,0.3889529826
Q2786_C2,0,0,0
Q2786_C3,0,0,0
Q2786_C4,1,1,1
Q2787_C1,1,1,1
Q2787_C2,0,0,0
Q2787_C3,0,0,0
Q2787_C4,0,0,0
Q2788_C1,0,0,0
Q2788_C2,0,0,0
Q2788_C3,0,0,0
Q2788_C4,0,0,0
Q2789_C1,0,0,0
Q2789_C2,0,0,0
Q2789_C3,0,0,0
Q2789_C4,0,0,0
Q2790_C1,0,0,0
Q2790_C2,0,0,0
Q2790_C3,0,0,0
Q2791_C1,0,0,0
Q2791_C2,0,0,0
Q2791_C3,0,0,0
Q2791_C4,0,0,0
Q2791_C5,0,0,0
Q2791_C6,0,0,0
Q2792_C1,0,0,0
Q2792_C2,0,0,0
Q2792_C3,0,0,0
Q2792_C4,0,0,0
Q2793_C1,0,0,0
Q2793_C2,0,0,0
Q2793_C3,0,0,0
Q2793_C4,0,0,0
Q2793_C5,0,0,0
Q2793_C6,0,0,0
Q2793_C7,0,0,0
Q2793_C8,0,0,0
Q2793_C9,0,0,0
Q2793_C10,0,0,0
Q2793_C11,0,0,0
Q2793_C12,0,0,0
Q2793_C13,0,0,0
Q2793_C14,0,0,0
Q2793_C15,0,0,0
Q2794_C1,0.6255856613,0.6127388831,0.6210427474
Q2794_C2,1,1,1
Q2794_C3,0,0,0
Q2795_C1,0,0,0
Q2796_C1,0,0,0
Q2796_C2,0,0,0
Q2796_C3,0,0,0
Q2796_C4,0,0,0
Q2797_C1,0,0,0
Q2797_C2,0,0,0
Q2797_C3,0,0,0
Q2797_C4,0,0,0
Q2797_C5,1,1,1
Q2797_C6,0,0,0
Q2797_C7,1,1,1
Q2797_C8,0,0,0
Q2797_C9,1,1,1
Q2797_C10,0,0,0
Q2797_C11,0,0,0
Q2797_C12,0,0,0
Q2797_C13,0,0,0
Q2797_C14,0,0,0
Q2797_C15,0,0,0
Q2797_C16,0,0,0
Q2797_C17,1,1,1
Q2797_C18,1,1,1
Q2797_C19,0,0,0
Q2797_C20,0,0,0
Q2797_C21,1,1,1
Q2797_C22,0,0,0
Q2797_C23,0,0,0
Q2798_C1,0,0,0
Q2798_C2,0,0,0
Q2799_C1,0,0,0
Q2799_C2,0,0,0
Q2799_C3,0,0,0
Q2799_C4,0,0,0
Q2799_C5,0,0,0
Q2799_C6,0,0,0
Q2800_C1,0,0,0
Q2801_C1,0.6505617573,0.6391595948,0.6417366749
Q2801_C2,1,1,1
Q2801_C3,0,0,0
Q2801_C4,1,1,1
Q2801_C5,0.6505617573,0.6391595948,0.6417366749
Q2801_C6,0,0,0
Q2801_C7,0.6505617573,0.6391595948,0.6417366749
Q2801_C8,0.6505617573,0.6391595948,0.6417366749
Q2801_C9,0,0,0
Q2801_C10,0,0,0
Q2802_C1,0,0,0
Q2802_C2,0.4039343397,0.39713825,0.4029561969
Q2802_C3,0,0,0
Q2802_C4,0.4039343397,0.39713825,0.4029561969
Q2802_C5,1,1,1
Q2802_C6,0.4039343397,0.39713825,0.4029561969
Q2802_C7,0,0,0
Q2802_C8,0,0,0
Q2802_C9,0.2376101163,0.2459688652,0.2393064086
Q2802_C10,0,0,0
Q2802_C11,0.4039343397,0.39713825,0.4029561969
Q2802_C12,0.7623898837,0.7540311348,0.7606935914
Q2802_C13,0.7623898837,0.7540311348,0.7606935914
Q2802_C14,0,0,0
Q2803_C1,0,0,0
Q2803_C2,0,0,0
Q2804_C1,1,1,1
Q2804_C2,0.4193504742,0.4278074369,0.4223607563
Q2804_C3,0.4193504742,0.4278074369,0.4223607563
Q2804_C4,0,0,0
Q2804_C5,1,1,1
Q2804_C6,0,0,0
Q2804_C7,0,0,0
Q2805_C1,0,0,0
Q2806_C1,1,1,1
Q2806_C2,0,0,0
Q2806_C3,1,1,1
Q2806_C4,1,1,1
Q2806_C5,1,1,1
Q2806_C6,0,0,0
Q2807_C1,0,0,0
Q2807_C2,0,0,0
Q2807_C3,0,0,0
Q2807_C4,0,0,0
Q2808_C1,0,0,0
Q2808_C2,0,0,0
Q2808_C3,0,0,0
Q2808_C4,0,0,0
Q2808_C5,0,0,0
Q2809_C1,0,0,0
Q2809_C2,0,0,0
Q2809_C3,0.4445545398,0.4387286099,0.4439432735
Q2809_C4,0.4445545398,0.4387286099,0.4439432735
Q2809_C5,0,0,0
Q2809_C6,0,0,0
Q2809_C7,0.4445545398,0.4387286099,0.4439432735
Q2809_C8,0,0,0
Q2809_C9,0,0,0
Q2809_C10,0,0,0
Q2809_C11,0,0,0
Q2809_C12,0,0,0
Q2809_C13,0.2413421388,0.2441944575,0.2393790288
Q2809_C14,0,0,0
Q2809_C15,1,1,1
Q2809_C16,0.2413421388,0.2441944575,0.2393790288
Q2809_C17,0.4445545398,0.4387286099,0.4439432735
Q2809_C18,0.4445545398,0.4387286099,0.4439432735
Q2809_C19,0.4445545398,0.4387286099,0.4439432735
Q2809_C20,0,0,0
Q2809_C21,0,0,0
Q2809_C22,0.4445545398,0.4387286099,0.4439432735
Q2809_C23,0,0,0
Q2809_C24,0,0,0
Q2810_C1,0,0,0
Q2811_C1,0,0,0
Q2811_C2,0,0,0
Q2811_C3,0,0,0
Q2811_C4,0,0,0
Q2811_C5,0.7799691461,0.8001830334,0.7922169771
Q2811_C6,0.7799691461,0.8001830334,0.7922169771
Q2811_C7,0,0,0
Q2811_C8,1,1,1
Q2811_C9,1,1,1
Q2811_C10,0,0,0
Q2812_C1,0,0,0
Q2812_C2,0,0,0
Q2812_C3,0,0,0
Q2812_C4,0,0,0
Q2812_C5,0,0,0
Q2812_C6,0,0,0
Q2813_C1,0,0,0
Q2813_C2,0,0,0
Q2813_C3,0,0,0
Q2813_C4,0,0,0
Q2814_C1,0,0,0
Q2814_C2,0,0,0
Q2814_C3,0,0,0
Q2814_C4,0,0,0
Q2814_C5,0,0,0
Q2814_C6,0,0,0
Q2814_C7,0,0,0
Q2815_C1,0,0,0
Q2815_C2,0,0,0
Q2815_C3,0,0,0
Q2815_C4,0,0,0
Q2816_C1,0,0,0
Q2816_C2,0,0,0
Q2816_C3,1,1,1
Q2817_C1,1,1,1
Q2817_C2,0,0,0
Q2817_C3,0,0,0
Q2817_C4,0,0,0
Q2817_C5,0,0,0
Q2817_C6,0,0,0
Q2817_C7,0,0,0
Q2818_C1,0,0,0
Q2818_C2,0,0,0
Q2818_C3,0,0,0
Q2818_C4,0,0,0
Q2818_C5,0,0,0
Q2818_C6,0,0,0
Q2819_C1,1,1,1
Q2819_C2,0,0,0
Q2819_C3,0,0,0
Q2819_C4,0,0,0
Q2819_C5,1,1,1
Q2819_C6,1,1,1
Q2819_C7,1,1,1
Q2819_C8,0,0,0
Q2819_C9,1,1,1
Q2820_C1,0,0,0
Q2820_C2,0,0,0
Q2820_C3,0,0,0
Q2821_C1,0,0,0
Q2822_C1,0,0,0
Q2822_C2,0,0,0
Q2822_C3,0,0,0
Q2822_C4,0,0,0
Q2823_C1,0,0,0
Q2823_C2,0,0,0
Q2823_C3,0,0,0
Q2823_C4,0,0,0
Q2823_C5,0,0,0
Q2824_C1,0,0,0
Q2824_C2,0,0,0
Q2824_C3,0,0,0
Q2824_C4,1,1,1
Q2825_C1,0,0,0
Q2825_C2,0,0,0
Q2825_C3,0,0,0
Q2826_C1,0,0,0
Q2827_C1,0,0,0
Q2827_C2,0,0,0
Q2827_C3,0,0,0
Q2828_C1,0,0,0
Q2828_C2,0,0,0
Q2828_C3,0,0,0
Q2828_C4,0,0,0
Q2829_C1,0,0,0
Q2829_C2,0.3225740884,0.3356653327,0.3243313416
Q2829_C3,0,0,0
Q2829_C4,1,1,1
Q2829_C5,0.3225740884,0.3356653327,0.3243313416
Q2829_C6,0,0,0
Q2829_C7,1,1,1
Q2829_C8,0,0,0
Q2829_C9,0,0,0
Q2830_C1,0,0,0
Q2831_C1,0,0,0
Q2831_C2,0,0,0
Q2831_C3,0,0,0
Q2831_C4,0,0,0
Q2832_C1,0,0,0
Q2832_C2,0,0,0
Q2832_C3,1,1,1
Q2833_C1,0,0,0
Q2833_C2,0,0,0
Q2833_C3,0,0,0
Q2833_C4,0,0,0
Q2833_C5,0,0,0
Q2834_C1,0.8191219025,0.801353873,0.8136830711
Q2834_C2,1,1,1
Q2834_C3,0,0,0
Q2834_C4,0,0,0
Q2834_C5,0,0,0
Q2835_C1,0,0,0
Q2835_C2,0,0,0
Q2835_C3,0,0,0
Q2835_C4,0,0,0
Q2835_C5,0,0,0
Q2836_C1,0,0,0
Q2836_C2,0,0,0
Q2836_C3,0,0,0
Q2836_C4,0,0,0
Q2836_C5,0,0,0
Q2836_C6,0,0,0
Q2836_C7,0,0,0
Q2837_C1,0,0,0
Q2838_C1,0,0,0
Q2838_C2,0,0,0
Q2838_C3,0,0,0
Q2838_C4,0,0,0
Q2838_C5,0,0,0
Q2839_C1,0,0,0
Q2839_C2,0,0,0
Q2839_C3,0,0,0
Q2840_C1,0,0,0
Q2840_C2,0,0,0
Q2840_C3,0,0,0
Q2840_C4,0,0,0
Q2841_C1,0,0,0
Q2841_C2,0,0,0
Q2841_C3,0,0,0
Q2841_C4,0,0,0
Q2842_C1,0,0,0
Q2842_C2,0,0,0
Q2842_C3,0,0,0
Q2842_C4,0,0,0
Q2842_C5,0,0,0
Q2843_C1,0.672483324,0.6718069174,0.6760828846
Q2843_C2,0,0,0
Q2843_C3,0,0,0
Q2843_C4,1,1,1
Q2843_C5,0.3683303791,0.3650806574,0.3677399565
Q2843_C6,0.327516676,0.3281930826,0.3239171154
Q2843_C7,1,1,1
Q2843_C8,0.6958470551,0.69327374,0.6916570719
Q2843_C9,0.672483324,0.6718069174,0.6760828846
Q2844_C1,0,0,0
Q2844_C2,0,0,0
Q2844_C3,0,0,0
Q2844_C4,0,0,0
Q2844_C5,0,0,0
Q2845_C1,0,0,0
Q2845_C2,0,0,0
Q2845_C3,0,0,0
Q2846_C1,0,0,0
Q2846_C2,0,0,0
Q2846_C3,0,0,0
Q2846_C4,0,0,0
Q2847_C1,0,0,0
Q2847_C2,0,0,0
Q2848_C1,0,0,0
Q2848_C2,0,0,0
Q2848_C3,0,0,0
Q2848_C4,0,0,0
Q2848_C5,0,0,0
Q2848_C6,0,0,0
Q2849_C1,0,0,0
Q2849_C2,0,0,0
Q2849_C3,0,0,0
Q2849_C4,0,0,0
Q2849_C5,0.805745072,0.8242182118,0.8123143941
Q2849_C6,0,0,0
Q2849_C7,0,0,0
Q2849_C8,0.805745072,0.8242182118,0.8123143941
Q2849_C9,0,0,0
Q2849_C10,0,0,0
Q2849_C11,0,0,0
Q2849_C12,0,0,0
Q2849_C13,1,1,1
Q2849_C14,1,1,1
Q2849_C15,0,0,0
Q2849_C16,0,0,0
Q2849_C17,0,0,0
Q2850_C1,0,0,0
Q2850_C2,0,0,0
Q2850_C3,0,0,0
Q2850_C4,0,0,0
Q2850_C5,0,0,0
Q2850_C6,0,0,0
Q2851_C1,0,0,0
Q2851_C2,0,0,0
Q2851_C3,0,0,0
Q2852_C1,0,0,0
Q2853_C1,0,0,0
Q2854_C1,0,0,0
Q2854_C2,0,0,0
Q2855_C1,0,0,0
Q2855_C2,0,0,0
Q2855_C3,0,0,0
Q2855_C4,0,0,0
Q2855_C5,0,0,0
Q2856_C1,0,0,0
Q2856_C2,0,0,0
Q2856_C3,0,0,0
Q2856_C4,0,0,0
Q2857_C1,0,0,0
Q2857_C2,0,0,0
Q2857_C3,0,0,0
Q2857_C4,0,0,0
Q2857_C5,0,0,0
Q2857_C6,0,0,0
Q2857_C7,0,0,0
Q2858_C1,0,0,0
Q2858_C2,1,1,1
Q2858_C3,0,0,0
Q2858_C4,0.603107128,0.5964983928,0.5980755039
Q2858_C5,0.603107128,0.5964983928,0.5980755039
Q2858_C6,0,0,0
Q2858_C7,0,0,0
Q2858_C8,0.603107128,0.5964983928,0.5980755039
Q2858_C9,0.396892872,0.4035016072,0.4019244961
Q2859_C1,1,1,1
Q2859_C2,0,0,0
Q2859_C3,0.663197,0.6634763409,0.6625340358
Q2859_C4,0,0,0
Q2860_C1,1,1,1
Q2860_C2,0.4124151998,0.4215587122,0.4172241857
Q2860_C3,0,0,0
Q2860_C4,0,0,0
Q2861_C1,0,0,0
Q2861_C2,0,0,0
Q2861_C3,0,0,0
Q2861_C4,0,0,0
Q2861_C5,0,0,0
Q2861_C6,0,0,0
Q2862_C1,0,0,0
Q2862_C2,0,0,0
Q2862_C3,0,0,0
Q2862_C4,0,0,0
Q2862_C5,0,0,0
Q2862_C6,0,0,0
Q2862_C7,0,0,0
Q2863_C1,0,0,0
Q2863_C2,0,0,0
Q2863_C3,0,0,0
Q2863_C4,0,0,0
Q2863_C5,0,0,0
Q2864_C1,0,0,0
Q2864_C2,0,0,0
Q2864_C3,0,0,0
Q2864_C4,1,1,1
Q2864_C5,1,1,1
Q2864_C6,1,1,1
Q2864_C7,0,0,0
Q2864_C8,1,1,1
Q2864_C9,0,0,0
Q2864_C10,0,0,0
Q2864_C11,1,1,1
Q2864_C12,0,0,0
Q2865_C1,0,0,0
Q2865_C2,0,0,0
Q2865_C3,0,0,0
Q2865_C4,0,0,0
Q2865_C5,0,0,0
Q2866_C1,0,0,0
Q2867_C1,0,0,0
Q2867_C2,1,1,1
Q2867_C3,0,0,0
Q2867_C4,0,0,0
Q2868_C1,0.5795291984,0.5714257731,0.5802771205
Q2868_C2,1,1,1
Q2868_C3,0,0,0
Q2868_C4,0,0,0
Q2868_C5,0,0,0
Q2868_C6,0,0,0
Q2869_C1,1,1,1
Q2869_C2,0,0,0
Q2869_C3,0,0,0
Q2869_C4,1,1,1
Q2870_C1,0,0,0
Q2870_C2,0,0,0
Q2870_C3,0,0,0
Q2870_C4,1,1,1
Q2870_C5,0,0,0
Q2870_C6,0,0,0
Q2870_C7,1,1,1
Q2870_C8,0,0,0
Q2870_C9,0,0,0
Q2871_C1,0,0,0
Q2871_C2,0,0,0
Q2871_C3,0,0,0
Q2871_C4,0,0,0
Q2871_C5,0,0,0
Q2871_C6,0,0,0
Q2872_C1,0,0,0
Q2872_C2,0,0,0
Q2872_C3,0,0,0
Q2872_C4,0,0,0
Q2872_C5,0,0,0
Q2872_C6,0,0,0
Q2872_C7,0,0,0
Q2873_C1,0,0,0
Q2873_C2,0,0,0
Q2873_C3,1,1,1
Q2873_C4,1,1,1
Q2874_C1,1,1,1
Q2874_C2,0,0,0
Q2874_C3,0.5863284279,0.578980093,0.5846662644
Q2874_C4,0,0,0
Q2874_C5,0,0,0
Q2875_C1,0,0,0
Q2875_C2,0,0,0
Q2875_C3,1,1,1
Q2875_C4,1,1,1
Q2875_C5,1,1,1
Q2875_C6,0,0,0
Q2875_C7,0,0,0
Q2875_C8,0,0,0
Q2875_C9,1,1,1
Q2875_C10,0,0,0
Q2875_C11,0,0,0
Q2875_C12,0,0,0
Q2875_C13,1,1,1
Q2875_C14,0,0,0
Q2875_C15,0,0,0
Q2875_C16,0,0,0
Q2875_C17,0,0,0
Q2875_C18,1,1,1
Q2875_C19,0,0,0
Q2875_C20,0,0,0
Q2875_C21,1,1,1
Q2875_C22,1,1,1
Q2875_C23,0,0,0
Q2875_C24,0,0,0
Q2875_C25,1,1,1
Q2876_C1,0,0,0
Q2876_C2,0,0,0
Q2876_C3,0,0,0
Q2877_C1,0,0,0
Q2877_C2,0,0,0
Q2877_C3,0,0,0
Q2877_C4,0,0,0
Q2877_C5,0,0,0
Q2877_C6,0,0,0
Q2878_C1,1,1,1
Q2878_C2,0,0,0
Q2878_C3,0,0,0
Q2879_C1,0.3667944125,0.3633948531,0.3614814922
Q2879_C2,0,0,0
Q2879_C3,0.3335322441,0.3336623918,0.3342717349
Q2879_C4,1,1,1
Q2879_C5,0,0,0
Q2879_C6,0,0,0
Q2879_C7,0,0,0
Q2879_C8,0,0,0
Q2879_C9,0,0,0
Q2879_C10,1,1,1
Q2879_C11,0.6664677559,0.6663376082,0.6657282651
Q2879_C12,0.3335322441,0.3336623918,0.3342717349
Q2879_C13,0,0,0
Q2879_C14,0.3335322441,0.3336623918,0.3342717349
Q2880_C1,0,0,0
Q2880_C2,0,0,0
Q2880_C3,0,0,0
Q2880_C4,0,0,0
Q2880_C5,0,0,0
Q2880_C6,0,0,0
Q2880_C7,0,0,0
Q2880_C8,0,0,0
Q2881_C1,0,0,0
Q2881_C2,0,0,0
Q2881_C3,0,0,0
Q2881_C4,0,0,0
Q2882_C1,0,0,0
Q2882_C2,0,0,0
Q2882_C3,0,0,0
Q2882_C4,0,0,0
Q2882_C5,0,0,0
Q2882_C6,0,0,0
Q2882_C7,0,0,0
Q2882_C8,0,0,0
Q2882_C9,0,0,0
Q2882_C10,0,0,0
Q2883_C1,0,0,0
Q2883_C2,0,0,0
Q2883_C3,0.4161564348,0.4248186172,0.417489514
Q2883_C4,0.4161564348,0.4248186172,0.417489514
Q2883_C5,0,0,0
Q2883_C6,1,1,1
Q2884_C1,0,0,0
Q2884_C2,0,0,0
Q2884_C3,1,1,1
Q2884_C4,0,0,0
Q2884_C5,1,1,1
Q2884_C6,0,0,0
Q2884_C7,0,0,0
Q2884_C8,0,0,0
Q2885_C1,0,0,0
Q2885_C2,0,0,0
Q2885_C3,0,0,0
Q2885_C4,0,0,0
Q2886_C1,1,1,1
Q2886_C2,1,1,1
Q2886_C3,0,0,0
Q2887_C1,0,0,0
Q2888_C1,0,0,0
Q2888_C2,0,0,0
Q2888_C3,0,0,0
Q2888_C4,0,0,0
Q2888_C5,0,0,0
Q2888_C6,0,0,0
Q2888_C7,0,0,0
Q2888_C8,0,0,0
Q2889_C1,0,0,0
Q2889_C2,1,1,1
Q2889_C3,0.5491044933,0.5439715725,0.5428998251
Q2889_C4,1,1,1
Q2889_C5,1,1,1
Q2889_C6,1,1,1
Q2889_C7,1,1,1
Q2890_C1,0,0,0
Q2890_C2,0,0,0
Q2890_C3,0,0,0
Q2890_C4,0,0,0
Q2890_C5,0,0,0
Q2890_C6,0,0,0
Q2890_C7,0,0,0
Q2890_C8,0,0,0
Q2890_C9,0,0,0
Q2890_C10,0,0,0
Q2890_C11,0,0,0
Q2890_C12,0,0,0
Q2890_C13,1,1,1
Q2890_C14,0,0,0
Q2890_C15,0,0,0
Q2890_C16,0,0,0
Q2890_C17,0,0,0
Q2890_C18,0,0,0
Q2890_C19,0,0,0
Q2890_C20,0,0,0
Q2890_C21,0,0,0
Q2890_C22,0,0,0
Q2890_C23,0,0,0
Q2890_C24,0,0,0
Q2890_C25,0,0,0
Q2890_C26,0,0,0
Q2890_C27,0,0,0
Q2890_C28,0,0,0
Q2890_C29,1,1,1
Q2890_C30,0,0,0
Q2891_C1,0,0,0
Q2891_C2,0,0,0
Q2891_C3,1,1,1
Q2891_C4,0,0,0
Q2891_C5,0,0,0
Q2891_C6,0,0,0
Q2892_C1,0,0,0
Q2892_C2,0,0,0
Q2892_C3,0,0,0
Q2892_C4,0.4714389213,0.4744789446,0.4699580814
Q2892_C5,0,0,0
Q2892_C6,1,1,1
Q2892_C7,0,0,0
Q2892_C8,0,0,0
Q2892_C9,0,0,0
Q2892_C10,0,0,0
Q2893_C1,0,0,0
Q2893_C2,0,0,0
Q2893_C3,0,0,0
Q2893_C4,0,0,0
Q2894_C1,0,0,0
Q2894_C2,0,0,0
Q2894_C3,0,0,0
Q2894_C4,0,0,0
Q2895_C1,0,0,0
Q2895_C2,0,0,0
Q2895_C3,0,0,0
Q2895_C4,0,0,0
Q2896_C1,0.4105797243,0.4320552599,0.4175319363
Q2896_C2,1,1,1
Q2896_C3,0.1474959061,0.1571644068,0.1508165304
Q2896_C4,0.1474959061,0.1571644068,0.1508165304
Q2896_C5,0,0,0
Q2896_C6,0,0,0
Q2897_C1,0,0,0
Q2897_C2,0,0,0
Q2897_C3,0,0,0
Q2897_C4,0,0,0
Q2898_C1,0,0,0
Q2898_C2,0,0,0
Q2898_C3,0,0,0
Q2899_C1,0,0,0
Q2899_C2,0,0,0
Q2899_C3,0,0,0
Q2900_C1,0,0,0
