QID,wei_1,wei_2,wei_3
Q659_C5,0,0,0
Q659_C6,0,0,0
Q659_C7,1,1,1
Q660_C1,0,0,0
Q660_C2,0,0,0
Q660_C3,0,0,0
Q660_C4,1,1,1
Q660_C5,0,0,0
Q660_C6,0,0,0
Q660_C7,0,0,0
Q660_C8,0,0,0
Q660_C9,0,0,0
Q660_C10,0,0,0
Q660_C11,0,0,0
Q660_C12,0,0,0
Q660_C13,0,0,0
Q660_C14,0,0,0
Q660_C15,0,0,0
Q660_C16,0,0,0
Q660_C17,0,0,0
Q660_C18,0,0,0
Q660_C19,0,0,0
Q660_C20,1,1,1
Q660_C21,0,0,0
Q660_C22,0,0,0
Q660_C23,0,0,0
Q660_C24,0,0,0
Q661_C1,0,0,0
Q661_C2,0,0,0
Q661_C3,0,0,0
Q662_C1,0,0,0
Q662_C2,0,0,0
Q662_C3,0,0,0
Q662_C4,0,0,0
Q663_C1,0,0,0
Q663_C2,0,0,0
Q663_C3,0,0,0
Q663_C4,0,0,0
Q664_C1,0,0,0
Q665_C1,0,0,0
Q666_C1,0,0,0
Q666_C2,0,0,0
Q666_C3,0,0,0
Q666_C4,1,1,1
Q667_C1,0,0,0
Q667_C2,0,0,0
Q667_C3,0,0,0
Q667_C4,0,0,0
Q667_C5,1,1,1
Q667_C6,0,0,0
Q667_C7,0,0,0
Q667_C8,0,0,0
Q667_C9,0,0,0
Q667_C10,0,0,0
Q667_C11,0,0,0
Q667_C12,0,0,0
Q667_C13,0,0,0
Q667_C14,0,0,0
Q667_C15,0,0,0
Q667_C16,0,0,0
Q667_C17,0.33026758,0.3463988505,0.3354465886
Q667_C18,0,0,0
Q667_C19,0.33026758,0.3463988505,0.3354465886
Q667_C20,0,0,0
Q667_C21,0.66973242,0.6536011495,0.6645534114
Q667_C22,0,0,0
Q667_C23,0,0,0
Q667_C24,0,0,0
Q667_C25,0,0,0
Q667_C26,0,0,0
Q667_C27,0,0,0
Q667_C28,0.66973242,0.6536011495,0.6645534114
Q667_C29,0,0,0
Q667_C30,0,0,0
Q667_C31,0,0,0
Q667_C32,0,0,0
Q667_C33,0,0,0
Q667_C34,0,0,0
Q667_C35,0,0,0
Q667_C36,0,0,0
Q667_C37,0,0,0
Q667_C38,0,0,0
Q667_C39,0.33026758,0.3463988505,0.3354465886
Q667_C40,0.33026758,0.3463988505,0.3354465886
Q667_C41,0,0,0
Q667_C42,1,1,1
Q667_C43,0,0,0
Q667_C44,0,0,0
Q667_C45,1,1,1
Q667_C46,1,1,1
Q667_C47,0.33026758,0.3463988505,0.3354465886
Q667_C48,0,0,0
Q668_C1,0,0,0
Q668_C2,0,0,0
Q668_C3,0,0,0
Q668_C4,0,0,0
Q668_C5,0,0,0
Q669_C1,0,0,0
Q669_C2,0,0,0
Q669_C3,0,0,0
Q669_C4,0,0,0
Q669_C5,0,0,0
Q670_C1,0,0,0
Q670_C2,0,0,0
Q670_C3,0,0,0
Q671_C1,0,0,0
Q671_C2,0,0,0
Q671_C3,0,0,0
Q671_C4,0,0,0
Q672_C1,0,0,0
Q672_C2,0,0,0
Q672_C3,0,0,0
Q672_C4,0,0,0
Q672_C5,0,0,0
Q673_C1,0,0,0
Q673_C2,0,0,0
Q673_C3,0,0,0
Q673_C4,0,0,0
Q674_C1,0,0,0
Q675_C1,0,0,0
Q675_C2,0,0,0
Q675_C3,0,0,0
Q675_C4,0,0,0
Q676_C1,0,0,0
Q676_C2,0,0,0
Q677_C1,0,0,0
Q678_C1,0,0,0
Q678_C2,0,0,0
Q678_C3,0,0,0
Q678_C4,0,0,0
Q679_C1,0,0,0
Q679_C2,0,0,0
Q679_C3,0,0,0
Q679_C4,0,0,0
Q679_C5,0,0,0
Q679_C6,1,1,1
Q679_C7,1,1,1
Q680_C1,0,0,0
Q680_C2,0,0,0
Q680_C3,0,0,0
Q680_C4,0,0,0
Q680_C5,0,0,0
Q680_C6,0,0,0
Q681_C1,0,0,0
Q681_C2,0,0,0
Q681_C3,0,0,0
Q681_C4,0,0,0
Q681_C5,0,0,0
Q682_C1,0,0,0
Q682_C2,0,0,0
Q682_C3,0,0,0
Q683_C1,0,0,0
Q683_C2,0,0,0
Q683_C3,0,0,0
Q683_C4,0,0,0
Q684_C1,0,0,0
Q684_C2,0,0,0
Q684_C3,1,1,1
Q684_C4,0,0,0
Q684_C5,0.6894977817,0.6728333847,0.6855362741
Q684_C6,1,1,1
Q685_C1,1,1,1
Q685_C2,0,0,0
Q685_C3,0,0,0
Q685_C4,0,0,0
Q685_C5,0,0,0
Q685_C6,0,0,0
Q685_C7,1,1,1
Q685_C8,0,0,0
Q685_C9,0,0,0
Q686_C1,0,0,0
Q686_C2,0,0,0
Q686_C3,0,0,0
Q686_C4,0,0,0
Q686_C5,0,0,0
Q686_C6,0,0,0
Q686_C7,0,0,0
Q686_C8,0,0,0
Q687_C1,0,0,0
Q687_C2,0,0,0
Q688_C1,1,1,1
Q688_C2,0,0,0
Q688_C3,0.2907961494,0.3015377556,0.2933228209
Q688_C4,0.7092038506,0.6984622444,0.7066771791
Q688_C5,0,0,0
Q688_C6,0.7092038506,0.6984622444,0.7066771791
Q688_C7,0.7092038506,0.6984622444,0.7066771791
Q689_C1,0,0,0
Q689_C2,1,1,1
Q689_C3,1,1,1
Q689_C4,0.447210593,0.4384447395,0.4394856896
Q689_C5,1,1,1
Q689_C6,0,0,0
Q689_C7,0,0,0
Q689_C8,0,0,0
Q690_C1,1,1,1
Q690_C2,0.3866672723,0.3980723489,0.387907494
Q690_C3,0,0,0
Q690_C4,0,0,0
Q690_C5,0,0,0
Q690_C6,0.6133327277,0.6019276511,0.612092506
Q691_C1,0,0,0
Q691_C2,0,0,0
Q691_C3,0,0,0
Q691_C4,0,0,0
Q691_C5,0,0,0
Q691_C6,0,0,0
Q691_C7,1,1,1
Q691_C8,1,1,1
Q691_C9,0,0,0
Q691_C10,0,0,0
Q691_C11,0,0,0
Q691_C12,0,0,0
Q691_C13,0,0,0
Q691_C14,0.4798133818,0.4817533025,0.4671054561
Q691_C15,0,0,0
Q691_C16,0.5201866182,0.5182466975,0.5328945439
Q691_C17,1,1,1
Q691_C18,0.5201866182,0.5182466975,0.5328945439
Q691_C19,0,0,0
Q691_C20,0,0,0
Q691_C21,0,0,0
Q691_C22,0,0,0
Q691_C23,1,1,1
Q691_C24,0,0,0
Q691_C25,0,0,0
Q691_C26,0,0,0
Q692_C1,0,0,0
Q692_C2,0,0,0
Q692_C3,0,0,0
Q692_C4,0,0,0
Q693_C1,1,1,1
Q693_C2,0,0,0
Q693_C3,1,1,1
Q693_C4,1,1,1
Q693_C5,1,1,1
Q693_C6,0,0,0
Q693_C7,1,1,1
Q693_C8,1,1,1
Q693_C9,1,1,1
Q693_C10,0,0,0
Q693_C11,0,0,0
Q693_C12,1,1,1
Q693_C13,0,0,0
Q693_C14,1,1,1
Q693_C15,0,0,0
Q693_C16,0,0,0
Q693_C17,0,0,0
Q693_C18,1,1,1
Q693_C19,0,0,0
Q693_C20,1,1,1
Q693_C21,0,0,0
Q693_C22,1,1,1
Q693_C23,0,0,0
Q693_C24,1,1,1
Q693_C25,1,1,1
Q693_C26,0,0,0
Q693_C27,0,0,0
Q694_C1,1,1,1
Q694_C2,0,0,0
Q695_C1,0,0,0
Q695_C2,0,0,0
Q695_C3,0,0,0
Q696_C1,0,0,0
Q697_C1,1,1,1
Q697_C2,0,0,0
Q697_C3,1,1,1
Q697_C4,0,0,0
Q697_C5,0,0,0
Q698_C1,0,0,0
Q699_C1,0,0,0
Q699_C2,0,0,0
Q699_C3,0,0,0
Q700_C1,0,0,0
Q700_C2,0,0,0
Q700_C3,0,0,0
Q700_C4,0,0,0
Q700_C5,0,0,0
Q700_C6,0,0,0
Q700_C7,0,0,0
Q700_C8,0,0,0
Q700_C9,0,0,0
Q700_C10,0,0,0
Q700_C11,0,0,0
Q700_C12,0,0,0
Q700_C13,0,0,0
Q700_C14,0,0,0
Q700_C15,1,1,1
Q700_C16,0,0,0
Q700_C17,0,0,0
Q701_C1,0,0,0
Q701_C2,0,0,0
Q701_C3,0,0,0
Q701_C4,0,0,0
Q702_C1,0,0,0
Q702_C2,0,0,0
Q702_C3,0.3860647553,0.3803777036,0.3811016538
Q702_C4,0,0,0
Q702_C5,0,0,0
Q702_C6,0,0,0
Q702_C7,0.2289816901,0.2376626608,0.2351671658
Q702_C8,1,1,1
Q703_C1,0.9681013427,0.971260446,0.9663334235
Q703_C2,0,0,0
Q703_C3,0,0,0
Q703_C4,0,0,0
Q703_C5,0,0,0
Q703_C6,0,0,0
Q703_C7,0,0,0
Q703_C8,0,0,0
Q703_C9,0,0,0
Q703_C10,0,0,0
Q703_C11,0,0,0
Q703_C12,1,1,1
Q703_C13,0,0,0
Q704_C1,0,0,0
Q704_C2,0,0,0
Q704_C3,0.6606711941,0.6611315302,0.6606279806
Q704_C4,0,0,0
Q704_C5,0,0,0
Q704_C6,0,0,0
Q704_C7,0,0,0
Q704_C8,0.3393288059,0.3388684698,0.3393720194
Q704_C9,0,0,0
Q704_C10,0,0,0
Q704_C11,1,1,1
Q705_C1,0,0,0
Q705_C2,0,0,0
Q705_C3,1,1,1
Q705_C4,0,0,0
Q706_C1,0,0,0
Q706_C2,1,1,1
Q706_C3,0,0,0
Q706_C4,0.6446771044,0.6741582934,0.655482536
Q706_C5,1,1,1
Q706_C6,0,0,0
Q706_C7,0,0,0
Q707_C1,0,0,0
Q708_C1,0,0,0
Q708_C2,0,0,0
Q708_C3,0,0,0
Q708_C4,0,0,0
Q708_C5,0,0,0
Q708_C6,0,0,0
Q708_C7,0,0,0
Q708_C8,0,0,0
Q709_C1,0,0,0
Q709_C2,0,0,0
Q709_C3,0,0,0
Q709_C4,0,0,0
Q709_C5,0,0,0
Q709_C6,0,0,0
Q709_C7,0,0,0
Q709_C8,0,0,0
Q710_C1,0,0,0
Q710_C2,0,0,0
Q710_C3,0,0,0
Q710_C4,0,0,0
Q710_C5,0,0,0
Q711_C1,0,0,0
Q711_C2,0,0,0
Q711_C3,0,0,0
Q711_C4,0,0,0
Q711_C5,0,0,0
Q712_C1,0,0,0
Q712_C2,0,0,0
Q712_C3,0,0,0
Q713_C1,0,0,0
Q713_C2,0,0,0
Q713_C3,0,0,0
Q713_C4,0,0,0
Q714_C1,1,1,1
Q714_C2,0.8997341741,0.9110854726,0.9031752442
Q714_C3,0,0,0
Q714_C4,0,0,0
Q715_C1,0,0,0
Q716_C1,0.919016333,0.9260050877,0.9183029652
Q716_C2,0.919016333,0.9260050877,0.9183029652
Q716_C3,1,1,1
Q716_C4,0,0,0
Q716_C5,0,0,0
Q717_C1,0,0,0
Q717_C2,0,0,0
Q717_C3,0.3524975934,0.3510608357,0.352619246
Q717_C4,0,0,0
Q717_C5,0,0,0
Q717_C6,0,0,0
Q717_C7,0,0,0
Q717_C8,0,0,0
Q717_C9,0,0,0
Q717_C10,0.2675131718,0.273400046,0.2672201595
Q717_C11,0.3799892349,0.3755391183,0.3801605945
Q717_C12,0.2675131718,0.273400046,0.2672201595
Q717_C13,0.3524975934,0.3510608357,0.352619246
Q717_C14,0,0,0
Q717_C15,0,0,0
Q717_C16,0.3799892349,0.3755391183,0.3801605945
Q717_C17,0,0,0
Q717_C18,0,0,0
Q717_C19,0.3799892349,0.3755391183,0.3801605945
Q717_C20,0,0,0
Q717_C21,1,1,1
Q717_C22,0.3799892349,0.3755391183,0.3801605945
Q717_C23,0,0,0
Q718_C1,0,0,0
Q718_C2,1,1,1
Q718_C3,1,1,1
Q718_C4,0,0,0
Q718_C5,0,0,0
Q719_C1,0,0,0
Q719_C2,0,0,0
Q719_C3,0,0,0
Q719_C4,0,0,0
Q719_C5,0,0,0
Q720_C1,0,0,0
Q720_C2,0,0,0
Q720_C3,0,0,0
Q720_C4,0,0,0
Q720_C5,0,0,0
Q720_C6,0,0,0
Q721_C1,0,0,0
Q722_C1,0,0,0
Q722_C2,0,0,0
Q722_C3,0,0,0
Q722_C4,0,0,0
Q722_C5,1,1,1
Q722_C6,0.3059237579,0.3237451536,0.3085357055
Q722_C7,0.3059237579,0.3237451536,0.3085357055
Q722_C8,0.3059237579,0.3237451536,0.3085357055
Q722_C9,1,1,1
Q722_C10,0,0,0
Q722_C11,0,0,0
Q722_C12,0.3059237579,0.3237451536,0.3085357055
Q722_C13,0.3059237579,0.3237451536,0.3085357055
Q723_C1,0.8704590645,0.8752598146,0.8724383428
Q723_C2,0.8704590645,0.8752598146,0.8724383428
Q723_C3,0.8704590645,0.8752598146,0.8724383428
Q723_C4,0.2961521755,0.3078962616,0.299738559
Q723_C5,0,0,0
Q723_C6,0,0,0
Q723_C7,0.9845184289,0.9862424203,0.9860459317
Q723_C8,0.2961521755,0.3078962616,0.299738559
Q723_C9,1,1,1
Q724_C1,0,0,0
Q724_C2,0,0,0
Q725_C1,0.6236476715,0.6268577652,0.6218561538
Q725_C2,1,1,1
Q725_C3,0,0,0
Q726_C1,0,0,0
Q726_C2,0,0,0
Q726_C3,0,0,0
Q726_C4,0,0,0
Q727_C1,0,0,0
Q727_C2,0,0,0
Q727_C3,0,0,0
Q728_C1,0,0,0
Q729_C1,0,0,0
Q729_C2,0,0,0
Q729_C3,0,0,0
Q730_C1,0,0,0
Q730_C2,0,0,0
Q730_C3,0,0,0
Q730_C4,0,0,0
Q731_C1,0,0,0
Q731_C2,0,0,0
Q731_C3,0,0,0
Q731_C4,0,0,0
Q731_C5,0,0,0
Q731_C6,0,0,0
Q731_C7,0,0,0
Q731_C8,0,0,0
Q731_C9,0,0,0
Q732_C1,0,0,0
Q732_C2,1,1,1
Q732_C3,0,0,0
Q732_C4,0,0,0
Q733_C1,0,0,0
Q734_C1,0,0,0
Q734_C2,0,0,0
Q734_C3,0,0,0
Q735_C1,0,0,0
Q735_C2,0,0,0
Q735_C3,0,0,0
Q735_C4,1,1,1
Q735_C5,0,0,0
Q735_C6,0,0,0
Q735_C7,0,0,0
Q736_C1,0,0,0
Q736_C2,0,0,0
Q736_C3,0,0,0
Q736_C4,0,0,0
Q736_C5,0,0,0
Q736_C6,0,0,0
Q736_C7,0,0,0
Q737_C1,0,0,0
Q738_C1,0,0,0
Q738_C2,0,0,0
Q738_C3,0,0,0
Q739_C1,0,0,0
Q740_C1,0,0,0
Q740_C2,0,0,0
Q740_C3,0,0,0
Q740_C4,0,0,0
Q740_C5,0,0,0
Q741_C1,0,0,0
Q741_C2,0,0,0
Q741_C3,0,0,0
Q741_C4,0,0,0
Q741_C5,0,0,0
Q741_C6,1,1,1
Q741_C7,0,0,0
Q741_C8,1,1,1
Q741_C9,1,1,1
Q742_C1,0,0,0
Q742_C2,0,0,0
Q742_C3,0,0,0
Q742_C4,0,0,0
Q742_C5,0,0,0
Q742_C6,0,0,0
Q742_C7,0,0,0
Q742_C8,0,0,0
Q742_C9,0,0,0
Q742_C10,0,0,0
Q742_C11,0,0,0
Q743_C1,0,0,0
Q743_C2,0,0,0
Q743_C3,0,0,0
Q743_C4,0,0,0
Q743_C5,0,0,0
Q743_C6,0,0,0
Q744_C1,0,0,0
Q744_C2,0,0,0
Q744_C3,0,0,0
Q744_C4,0,0,0
Q744_C5,0,0,0
Q745_C1,0,0,0
Q745_C2,1,1,1
Q745_C3,1,1,1
Q745_C4,0,0,0
Q746_C1,0,0,0
Q747_C1,0,0,0
Q747_C2,0,0,0
Q747_C3,0,0,0
Q747_C4,0,0,0
Q747_C5,0,0,0
Q747_C6,0,0,0
Q747_C7,0,0,0
Q748_C1,0.3547892914,0.3567197084,0.3526017094
Q748_C2,0,0,0
Q748_C3,0.4532352401,0.4453298645,0.4549914167
Q748_C4,1,1,1
Q749_C1,0,0,0
Q749_C2,0,0,0
Q749_C3,0.6905128871,0.6959639901,0.6884154363
Q749_C4,0,0,0
Q749_C5,0.6905128871,0.6959639901,0.6884154363
Q749_C6,0,0,0
Q749_C7,0.6905128871,0.6959639901,0.6884154363
Q749_C8,0,0,0
Q749_C9,0,0,0
Q749_C10,0.6905128871,0.6959639901,0.6884154363
Q749_C11,0.1750005918,0.180306297,0.1750033079
Q749_C12,0,0,0
Q749_C13,0.5155122952,0.5156576931,0.5134121284
Q749_C14,0.6905128871,0.6959639901,0.6884154363
Q749_C15,0.4844877048,0.4843423069,0.4865878716
Q749_C16,0.5155122952,0.5156576931,0.5134121284
Q749_C17,0.6905128871,0.6959639901,0.6884154363
Q749_C18,0.6905128871,0.6959639901,0.6884154363
Q749_C19,0.6905128871,0.6959639901,0.6884154363
Q749_C20,0.1750005918,0.180306297,0.1750033079
Q749_C21,0,0,0
Q749_C22,0.1750005918,0.180306297,0.1750033079
Q749_C23,0.1750005918,0.180306297,0.1750033079
Q749_C24,0.8249994082,0.819693703,0.8249966921
Q749_C25,0,0,0
Q749_C26,0,0,0
Q749_C27,1,1,1
Q749_C28,1,1,1
Q749_C29,0.6905128871,0.6959639901,0.6884154363
Q749_C30,0,0,0
Q749_C31,0,0,0
Q750_C1,0,0,0
Q750_C2,0,0,0
Q750_C3,0,0,0
Q750_C4,0,0,0
Q751_C1,0,0,0
Q751_C2,1,1,1
Q751_C3,0,0,0
Q751_C4,0,0,0
Q752_C1,0,0,0
Q752_C2,0,0,0
Q752_C3,0,0,0
Q752_C4,0,0,0
Q752_C5,0,0,0
Q753_C1,0.4397594358,0.4765005319,0.4527222501
Q753_C2,0,0,0
Q753_C3,0,0,0
Q753_C4,0.788144514,0.8084619891,0.7879281642
Q753_C5,1,1,1
Q753_C6,0,0,0
Q753_C7,0,0,0
Q753_C8,0,0,0
Q753_C9,0,0,0
Q753_C10,0.788144514,0.8084619891,0.7879281642
Q753_C11,0,0,0
Q754_C1,0,0,0
Q754_C2,0,0,0
Q755_C1,0,0,0
Q755_C2,0,0,0
Q755_C3,0,0,0
Q755_C4,0,0,0
Q755_C5,0,0,0
Q756_C1,1,1,1
Q756_C2,1,1,1
Q756_C3,1,1,1
Q756_C4,1,1,1
Q756_C5,0,0,0
Q756_C6,0,0,0
Q756_C7,1,1,1
Q756_C8,1,1,1
Q756_C9,1,1,1
Q756_C10,1,1,1
Q756_C11,1,1,1
Q757_C1,0.3318489627,0.349242347,0.3399398391
Q757_C2,0,0,0
Q757_C3,0,0,0
Q757_C4,0.3318489627,0.349242347,0.3399398391
Q757_C5,0.2894817387,0.3079161679,0.2962565865
Q757_C6,0.7105182613,0.6920838321,0.7037434135
Q757_C7,0,0,0
Q757_C8,1,1,1
Q757_C9,0,0,0
Q757_C10,1,1,1
Q757_C11,0,0,0
Q757_C12,0,0,0
Q757_C13,0,0,0
Q758_C1,0,0,0
Q758_C2,0,0,0
Q758_C3,0,0,0
Q758_C4,0,0,0
Q759_C1,0,0,0
Q759_C2,0,0,0
Q759_C3,0,0,0
Q759_C4,0,0,0
Q759_C5,0,0,0
Q760_C1,0,0,0
Q760_C2,0,0,0
Q760_C3,0,0,0
Q760_C4,0,0,0
Q761_C1,0,0,0
Q761_C2,0,0,0
Q762_C1,0,0,0
Q762_C2,0,0,0
Q762_C3,0,0,0
Q762_C4,0,0,0
Q762_C5,0,0,0
Q762_C6,0,0,0
Q762_C7,0,0,0
Q762_C8,0,0,0
Q763_C1,0,0,0
Q763_C2,0,0,0
Q763_C3,0,0,0
Q763_C4,0,0,0
Q764_C1,0,0,0
Q764_C2,0,0,0
Q765_C1,0,0,0
Q765_C2,0,0,0
Q765_C3,0,0,0
Q766_C1,0,0,0
Q767_C1,0,0,0
Q767_C2,0,0,0
Q767_C3,1,1,1
Q767_C4,0,0,0
Q767_C5,0,0,0
Q767_C6,0,0,0
Q767_C7,0.5812083531,0.572713983,0.5771131152
Q767_C8,0,0,0
Q767_C9,0,0,0
Q767_C10,0,0,0
Q767_C11,0,0,0
Q767_C12,0,0,0
Q767_C13,0,0,0
Q767_C14,0,0,0
Q767_C15,0,0,0
Q767_C16,0,0,0
Q767_C17,0,0,0
Q767_C18,0,0,0
Q767_C19,0.9552027083,0.9587045545,0.9514662394
Q767_C20,0,0,0
Q768_C1,0,0,0
Q768_C2,0,0,0
Q768_C3,0,0,0
Q768_C4,0,0,0
Q768_C5,0,0,0
Q768_C6,0,0,0
Q768_C7,0,0,0
Q769_C1,0,0,0
Q769_C2,0,0,0
Q769_C3,1,1,1
Q769_C4,0,0,0
Q769_C5,0,0,0
Q769_C6,0,0,0
Q769_C7,0,0,0
Q769_C8,0,0,0
Q770_C1,0,0,0
Q770_C2,0,0,0
Q770_C3,0,0,0
Q770_C4,0,0,0
Q770_C5,0,0,0
Q770_C6,0,0,0
Q771_C1,0.4107150709,0.4192288946,0.4127497638
Q771_C2,0,0,0
Q771_C3,0,0,0
Q771_C4,1,1,1
Q771_C5,0.4107150709,0.4192288946,0.4127497638
Q771_C6,0,0,0
Q771_C7,0.4107150709,0.4192288946,0.4127497638
Q772_C1,0,0,0
Q772_C2,0,0,0
Q772_C3,0,0,0
Q772_C4,0,0,0
Q773_C1,0,0,0
Q773_C2,0,0,0
Q773_C3,0,0,0
Q773_C4,0,0,0
Q774_C1,0,0,0
Q775_C1,0,0,0
Q776_C1,0,0,0
Q776_C2,0,0,0
Q776_C3,0,0,0
Q776_C4,0,0,0
Q777_C1,0,0,0
Q777_C2,0,0,0
Q777_C3,0,0,0
Q777_C4,0,0,0
Q777_C5,0,0,0
Q778_C1,0,0,0
Q778_C2,0,0,0
Q778_C3,0,0,0
Q778_C4,1,1,1
Q778_C5,0,0,0
Q778_C6,0,0,0
Q779_C1,0,0,0
Q780_C1,0,0,0
Q780_C2,0,0,0
Q780_C3,0,0,0
Q780_C4,0,0,0
Q780_C5,0,0,0
Q780_C6,0,0,0
Q780_C7,0,0,0
Q781_C1,0,0,0
Q781_C2,0,0,0
Q781_C3,0,0,0
Q782_C1,0,0,0
Q782_C2,0,0,0
Q782_C3,0,0,0
Q782_C4,0,0,0
Q782_C5,0,0,0
Q782_C6,0,0,0
Q783_C1,0,0,0
Q784_C1,0.4683131504,0.4570038855,0.4627686165
Q784_C2,0.3619072831,0.344028765,0.3543459744
Q784_C3,0,0,0
Q784_C4,1,1,1
Q785_C1,0,0,0
Q786_C1,0,0,0
Q786_C2,0,0,0
Q786_C3,0,0,0
Q786_C4,0,0,0
Q787_C1,0,0,0
Q788_C1,0,0,0
Q788_C2,0.6805945175,0.667230823,0.6739724331
Q788_C3,0.6805945175,0.667230823,0.6739724331
Q788_C4,0,0,0
Q788_C5,0.6805945175,0.667230823,0.6739724331
Q788_C6,0,0,0
Q788_C7,0.6805945175,0.667230823,0.6739724331
Q788_C8,0,0,0
Q788_C9,0,0,0
Q788_C10,0.6805945175,0.667230823,0.6739724331
Q788_C11,0.6805945175,0.667230823,0.6739724331
Q788_C12,0.6805945175,0.667230823,0.6739724331
Q788_C13,0,0,0
Q788_C14,0,0,0
Q788_C15,0,0,0
Q788_C16,0,0,0
Q788_C17,0,0,0
Q788_C18,0,0,0
Q788_C19,0,0,0
Q788_C20,0,0,0
Q788_C21,0.6805945175,0.667230823,0.6739724331
Q788_C22,0,0,0
Q788_C23,0,0,0
Q788_C24,0,0,0
Q788_C25,0.6805945175,0.667230823,0.6739724331
Q788_C26,0.6805945175,0.667230823,0.6739724331
Q788_C27,0,0,0
Q788_C28,0.6805945175,0.667230823,0.6739724331
Q788_C29,1,1,1
Q788_C30,0,0,0
Q788_C31,0,0,0
Q788_C32,0,0,0
Q788_C33,0,0,0
Q788_C34,0,0,0
Q788_C35,0.6805945175,0.667230823,0.6739724331
Q788_C36,0.6805945175,0.667230823,0.6739724331
Q788_C37,0,0,0
Q788_C38,0.6805945175,0.667230823,0.6739724331
Q788_C39,0.6805945175,0.667230823,0.6739724331
Q788_C40,0,0,0
Q788_C41,0,0,0
Q788_C42,0,0,0
Q788_C43,0,0,0
Q788_C44,0,0,0
Q788_C45,0,0,0
Q788_C46,0,0,0
Q788_C47,0.6805945175,0.667230823,0.6739724331
Q788_C48,0,0,0
Q788_C49,0,0,0
Q788_C50,0,0,0
Q788_C51,0,0,0
Q788_C52,0,0,0
Q788_C53,0,0,0
Q789_C1,0,0,0
Q789_C2,0,0,0
Q789_C3,1,1,1
Q789_C4,0.5447867952,0.5581783191,0.552281648
Q790_C1,0,0,0
Q790_C2,0,0,0
Q790_C3,0,0,0
Q790_C4,0,0,0
Q790_C5,0,0,0
Q790_C6,0,0,0
Q791_C1,0,0,0
Q791_C2,0,0,0
Q791_C3,0,0,0
Q791_C4,0,0,0
Q791_C5,0,0,0
Q791_C6,0,0,0
Q791_C7,0,0,0
Q791_C8,0,0,0
Q791_C9,0,0,0
Q791_C10,0,0,0
Q791_C11,0,0,0
Q791_C12,0,0,0
Q791_C13,0,0,0
Q791_C14,0,0,0
Q791_C15,0,0,0
Q791_C16,0,0,0
Q791_C17,0,0,0
Q791_C18,0,0,0
Q791_C19,0,0,0
Q791_C20,0,0,0
Q791_C21,0,0,0
Q791_C22,0,0,0
Q792_C1,0,0,0
Q792_C2,0,0,0
Q792_C3,0,0,0
Q792_C4,0,0,0
Q793_C1,0,0,0
Q793_C2,0,0,0
Q793_C3,0,0,0
Q793_C4,0,0,0
Q794_C1,0,0,0
Q794_C2,0,0,0
Q794_C3,0,0,0
Q794_C4,0,0,0
Q794_C5,0,0,0
Q794_C6,0,0,0
Q794_C7,0,0,0
Q794_C8,0,0,0
Q794_C9,0,0,0
Q794_C10,0,0,0
Q794_C11,0,0,0
Q794_C12,0,0,0
Q794_C13,0,0,0
Q794_C14,0,0,0
Q794_C15,0,0,0
Q794_C16,0,0,0
Q794_C17,0,0,0
Q794_C18,0,0,0
Q794_C19,0,0,0
Q794_C20,0,0,0
Q794_C21,0,0,0
Q794_C22,0,0,0
Q794_C23,0,0,0
Q794_C24,1,1,1
Q794_C25,0,0,0
Q794_C26,0,0,0
Q794_C27,0,0,0
Q794_C28,0,0,0
Q795_C1,1,1,1
Q795_C2,0,0,0
Q795_C3,0,0,0
Q796_C1,0,0,0
Q797_C1,0,0,0
Q797_C2,0,0,0
Q797_C3,0,0,0
Q797_C4,0,0,0
Q797_C5,0,0,0
Q797_C6,0,0,0
Q797_C7,0,0,0
Q797_C8,0,0,0
Q797_C9,0,0,0
Q798_C1,0,0,0
Q798_C2,0,0,0
Q798_C3,0,0,0
Q798_C4,1,1,1
Q798_C5,0,0,0
Q798_C6,0,0,0
Q798_C7,0,0,0
Q799_C1,0,0,0
Q800_C1,0,0,0
Q800_C2,0,0,0
Q800_C3,0,0,0
Q800_C4,0,0,0
Q800_C5,0,0,0
Q800_C6,0,0,0
Q800_C7,0,0,0
Q800_C8,0,0,0
Q800_C9,0,0,0
Q800_C10,0,0,0
Q800_C11,0,0,0
Q801_C1,0,0,0
Q801_C2,0,0,0
Q801_C3,0,0,0
Q802_C1,0,0,0
Q802_C2,0,0,0
Q802_C3,0,0,0
Q802_C4,0,0,0
Q802_C5,0,0,0
Q802_C6,0,0,0
Q802_C7,0,0,0
Q803_C1,0,0,0
Q803_C2,0,0,0
Q804_C1,0.1672556189,0.1734194347,0.1638907415
Q804_C2,0.1672556189,0.1734194347,0.1638907415
Q804_C3,0.1672556189,0.1734194347,0.1638907415
Q804_C4,0.3260065598,0.3187234808,0.3254868574
Q804_C5,1,1,1
Q804_C6,0,0,0
Q804_C7,0.2250830984,0.2282833174,0.2267630371
Q804_C8,0.1672556189,0.1734194347,0.1638907415
Q804_C9,0.1672556189,0.1734194347,0.1638907415
Q805_C1,0,0,0
Q805_C2,0,0,0
Q805_C3,0,0,0
Q805_C4,0,0,0
Q806_C1,0,0,0
Q806_C2,0,0,0
Q806_C3,0,0,0
Q806_C4,1,1,1
Q806_C5,0,0,0
Q807_C1,0,0,0
Q807_C2,0,0,0
Q807_C3,0,0,0
Q807_C4,0,0,0
Q807_C5,0,0,0
