qid,cgold,cgold_yn,f1,f2
Q362_C5,Potential,Not Applicable,0.05841114455126062,0.32030005419991103
Q362_C6,Bad,Not Applicable,0.1401525636874372,0.1099114427312171
Q362_C7,Bad,Not Applicable,0.0,0.42171870656430044
Q362_C8,Dialogue,Not Applicable,0.24292046788171795,0.581513600652384
Q362_C9,Potential,Not Applicable,0.19596981144804745,0.49257785030459983
Q362_C10,Dialogue,Not Applicable,0.1379029938382997,0.3894250807481221
Q362_C11,Bad,Not Applicable,0.006909039951696615,0.34452008384693417
Q362_C12,Potential,Not Applicable,0.0,0.30265267435197385
Q362_C13,Good,Not Applicable,0.42285699689001516,0.41287488303180464
Q362_C14,Good,Not Applicable,0.5323144535002653,0.5652885584743242
Q362_C15,Potential,Not Applicable,0.23856153280499454,0.4832394794501812
Q362_C16,Dialogue,Not Applicable,0.3851120896504401,0.44675998273065454
Q362_C17,Potential,Not Applicable,0.7858515918286169,0.7243186885911301
Q362_C18,Bad,Not Applicable,0.11298862356790369,0.4328186629695139
Q362_C19,Bad,Not Applicable,0.0,0.41966230370932217
Q362_C20,Bad,Not Applicable,0.22615778119583851,0.5338080796363958
Q362_C21,Good,Not Applicable,0.1952689215083828,0.5756514241733639
Q362_C22,Dialogue,Not Applicable,0.0,0.4263049749611274
Q362_C23,Bad,Not Applicable,0.0,0.30769662538309894
Q363_C1,Bad,Not Applicable,0.0,0.41850430902485075
Q363_C2,Good,Not Applicable,0.6145724958486665,0.8242918271716297
Q363_C3,Good,Not Applicable,0.583012637898195,0.7397910412320472
Q363_C4,Dialogue,Not Applicable,0.2960334377850856,0.7283583256706585
Q364_C1,Good,Unsure,0.24475521801670028,0.5755968279612947
Q364_C2,Bad,Not Applicable,0.1213316658413286,0.7383650150066573
Q365_C1,Potential,Not Applicable,0.4876114737566352,0.8599694874139321
Q365_C2,Potential,Not Applicable,0.46129503783443787,0.8239207427931375
Q365_C3,Bad,Not Applicable,0.6110783141079268,0.8340414414549775
Q365_C4,Dialogue,Not Applicable,0.4979250721823899,0.872594545126011
Q365_C5,Potential,Not Applicable,0.3874606776303868,0.7600061586782395
Q365_C6,Potential,Not Applicable,0.40248278711080226,0.8396298969414241
Q365_C7,Dialogue,Not Applicable,0.2876552652174042,0.7847648808290228
Q365_C8,Potential,Not Applicable,0.6810625606170405,0.8686285210476036
Q365_C9,Bad,Not Applicable,0.16581060386571492,0.5465354387483697
Q365_C10,Good,Not Applicable,0.45987164065826586,0.8793487433603813
Q365_C11,Good,Not Applicable,0.4448726702143894,0.8324032401614508
Q365_C12,Good,Not Applicable,0.37268851724459356,0.8084646703936059
Q365_C13,Bad,Not Applicable,0.39780618821855984,0.910685338345027
Q365_C14,Bad,Not Applicable,0.23100465122362746,0.728411721892758
Q365_C15,Bad,Not Applicable,0.17770779063283165,0.3726803587135266
Q365_C16,Good,Not Applicable,0.6849135053307491,0.8586085803990535
Q365_C17,Good,Not Applicable,0.5227813376758201,0.8082690365371249
Q365_C18,Bad,Not Applicable,0.3566081968114356,0.8334432393947933
Q365_C19,Bad,Not Applicable,0.4610215118574364,0.6791790461050714
Q365_C20,Bad,Not Applicable,0.0,0.2091477915437412
Q365_C21,Dialogue,Not Applicable,0.3521666102460529,0.8216052914066878
Q365_C22,Bad,Not Applicable,0.5206602776454602,0.8315095649542009
Q365_C23,Bad,Not Applicable,0.5556208925929599,0.8815532539428821
Q365_C24,Bad,Not Applicable,0.4152126390719704,0.8609597738902767
Q365_C25,Bad,Not Applicable,0.2576803095091802,0.8178939326629927
Q365_C26,Good,Not Applicable,0.5776927789395678,0.9014201105646726
Q365_C27,Bad,Not Applicable,0.03927342809597063,0.0568693559311203
Q365_C28,Bad,Not Applicable,0.14542172092764677,0.028516326337062525
Q365_C29,Bad,Not Applicable,0.15673316242022958,0.747198732251944
Q365_C30,Bad,Not Applicable,0.0,0.2871633216168672
Q365_C31,Dialogue,Not Applicable,0.2966400183880982,0.7550451595692369
Q365_C32,Dialogue,Not Applicable,0.1222628449549178,0.4816878933954585
Q366_C1,Good,Not Applicable,0.48378282850132404,0.8594783432333165
Q366_C2,Good,Not Applicable,0.6285466092578267,0.896018105707469
Q366_C3,Potential,Not Applicable,0.3699337438619662,0.7298808991749683
Q366_C4,Good,Not Applicable,0.4016514209120641,0.6543339355756533
Q367_C1,Potential,Not Applicable,0.08905666643748116,0.7204900822316688
Q367_C2,Good,Not Applicable,0.0,0.29534429656485034
Q367_C3,Good,Not Applicable,0.06865164627190254,0.35416606294609737
Q367_C4,Bad,Not Applicable,0.454031213920743,0.7647331006199877
Q367_C5,Potential,Not Applicable,0.1432167062582966,0.8107559752095943
Q367_C6,Potential,Not Applicable,0.37551888430407915,0.7155513665485432
Q368_C1,Good,Not Applicable,0.5885868496162857,0.7965701194982675
Q368_C2,Good,Not Applicable,0.5417906009757864,0.7672995000793188
Q368_C3,Good,Not Applicable,0.5641247904151471,0.7869048468467139
Q368_C4,Good,Not Applicable,0.3119892364393317,0.2898820939383723
Q368_C5,Dialogue,Not Applicable,0.5252134355450028,0.6756938956097214
Q368_C6,Good,Not Applicable,0.6776453699529925,0.7603889588722931
Q369_C1,Good,Not Applicable,0.7548861203773283,0.72065220749504
Q369_C2,Good,Not Applicable,0.8286699013273912,0.772541348628907
Q369_C3,Good,Not Applicable,0.6814987878404053,0.6646175228470124
Q369_C4,Good,Not Applicable,0.6159055343453436,0.7369332493851646
Q369_C5,Good,Not Applicable,0.6284708500381561,0.6466366606099578
Q369_C6,Potential,Not Applicable,0.9056236482839494,0.801621472553544
Q370_C1,Bad,Not Applicable,0.2188765292763008,0.4837350930697136
Q370_C2,Good,Not Applicable,0.48284932638013445,0.7626465087418768
Q370_C3,Good,Not Applicable,0.05166494211005829,0.17951995056670703
Q370_C4,Potential,Not Applicable,0.22368799632021136,0.655016536444063
Q371_C1,Good,Not Applicable,0.41879742976189827,0.7712154309728848
Q371_C2,Good,Not Applicable,0.2475289723279472,0.7136235632611876
Q371_C3,Good,Not Applicable,0.1695353959484811,0.7028778858636292
Q371_C4,Good,Not Applicable,0.6546762942473768,0.8024247668071474
Q372_C1,Good,Not Applicable,0.04677429775411388,0.43043354839791803
Q372_C2,Potential,Not Applicable,0.6837357552184933,0.6432197998353408
Q372_C3,Potential,Not Applicable,0.34750378276482463,0.5908166072102413
Q372_C4,Good,Not Applicable,0.6043143396944247,0.7080311734764216
Q372_C5,Good,Not Applicable,0.5300294773553641,0.5735188413653008
Q372_C6,Good,Not Applicable,0.09266588626852783,0.0931798066518973
Q372_C7,Good,Not Applicable,0.5712867204503037,0.45476699480467064
Q373_C1,Dialogue,Not Applicable,0.02642939922015182,0.38879646595348183
Q373_C2,Dialogue,Not Applicable,0.022429646816642498,0.26953744808235336
Q373_C3,Dialogue,Not Applicable,0.0,0.10812768069576943
Q373_C4,Potential,Not Applicable,0.14194274080449948,0.6441869503898379
Q373_C5,Potential,Not Applicable,0.0871192259561006,0.5982680630053387
Q373_C6,Dialogue,Not Applicable,0.19825269423644726,0.5891271473091313
Q373_C7,Good,Not Applicable,0.3253873560556715,0.666803663824128
Q373_C8,Bad,Not Applicable,0.09454751414824296,0.6107806921240787
Q373_C9,Dialogue,Not Applicable,0.39598844478836775,0.828989351095562
Q374_C1,Potential,Not Applicable,0.3991440711023919,0.7241655968910791
Q374_C2,Potential,Not Applicable,0.0,0.6859330540891488
Q374_C3,Dialogue,Not Applicable,0.5312796504190909,0.805736267416032
Q374_C4,Potential,Not Applicable,0.38640625639242565,0.7332519055979045
Q374_C5,Bad,Not Applicable,0.14593689063818344,0.46980254816991734
Q374_C6,Potential,Not Applicable,0.5147046225178143,0.69689323500553
Q374_C7,Bad,Not Applicable,0.20057718871255412,0.7153996853682544
Q374_C8,Good,Not Applicable,0.09829495272534403,0.3229496026470453
Q374_C9,Potential,Not Applicable,0.27896941935662084,0.7745213943015793
Q374_C10,Bad,Not Applicable,0.0,0.758413582629427
Q374_C11,Bad,Not Applicable,0.3735030465545377,0.780375871045578
Q374_C12,Bad,Not Applicable,0.09114992289206168,0.720287177023916
Q374_C13,Dialogue,Not Applicable,0.10555277195684619,0.7580880553957922
Q374_C14,Good,Not Applicable,0.36836120028245783,0.8276132655127497
Q374_C15,Dialogue,Not Applicable,0.21008954680124836,0.342119599901415
Q374_C16,Dialogue,Not Applicable,0.21511905579444984,0.7720269031873931
Q374_C17,Dialogue,Not Applicable,0.15244175506833807,0.6843982403884328
Q374_C18,Dialogue,Not Applicable,0.12935840348720318,0.6642117541712231
Q374_C19,Dialogue,Not Applicable,0.38361132038541945,0.44770989500101666
Q374_C20,Dialogue,Not Applicable,0.46549534487327165,0.7471936372291184
Q374_C21,Dialogue,Not Applicable,0.14728837382471413,0.774809135171547
Q374_C22,Dialogue,Not Applicable,0.3582697549460397,0.6699865319990339
Q374_C23,Dialogue,Not Applicable,0.3052109422660966,0.5779987702329229
Q374_C24,Dialogue,Not Applicable,0.0,0.8114024999248163
Q375_C1,Good,Not Applicable,0.09328932761950474,0.5033434301756323
Q375_C2,Dialogue,Not Applicable,0.1897790972027544,0.6665126291529639
Q375_C3,Dialogue,Not Applicable,0.276499055550344,0.802803123638165
Q375_C4,Good,Not Applicable,0.12345256755549937,0.6619310968926366
Q376_C1,Potential,Not Applicable,0.316666707708383,0.6105564836073613
Q376_C2,Good,Not Applicable,0.0,0.6701280211659721
Q377_C1,Good,Not Applicable,0.5319520834597732,0.7329452524447515
Q377_C2,Good,Not Applicable,0.24904448515248875,0.6965183350685137
Q377_C3,Good,Not Applicable,0.1249045507739282,0.6397945948743647
Q377_C4,Potential,Not Applicable,0.6166173600413694,0.5437594354132399
Q377_C5,Dialogue,Not Applicable,0.0,0.17376480325002622
Q377_C6,Good,Not Applicable,0.48817249335224105,0.7620649340334349
Q377_C7,Good,Not Applicable,0.2018528263412308,0.5197404477617947
Q377_C8,Dialogue,Not Applicable,0.3063662193457619,0.5007630569775602
Q377_C9,Dialogue,Not Applicable,0.0,0.6736800070242773
Q378_C1,Potential,Not Applicable,0.661739587744571,0.7643908972170864
Q378_C2,Potential,Not Applicable,0.34923427443282995,0.6808656189479638
Q378_C3,Potential,Not Applicable,0.7243941560746617,0.73052421448609
Q378_C4,Potential,Not Applicable,0.5962460969883357,0.7707019877385312
Q378_C5,Potential,Not Applicable,0.14622597962751552,0.7178686711972688
Q378_C6,Potential,Not Applicable,0.6672169205496732,0.7415520383830907
Q379_C1,Dialogue,Not Applicable,0.35678723456497125,0.7353708355764775
Q379_C2,Dialogue,Not Applicable,0.19671462866121464,0.7784710671937037
Q379_C3,Good,Not Applicable,0.45791972553073723,0.8439109392285818
Q380_C1,Good,Not Applicable,0.5325729359855115,0.7068616690276838
Q380_C2,Good,Not Applicable,0.44762283298394145,0.7033062072309335
Q380_C3,Potential,Not Applicable,0.13589741567288185,0.676251099247082
Q380_C4,Bad,Not Applicable,0.3107840885472726,0.7746777118094644
Q380_C5,Good,Not Applicable,0.2860111499775098,0.677985008054272
Q380_C6,Bad,Not Applicable,0.0,0.4018966133540423
Q381_C1,Good,No,0.4617266516918021,0.6453099192545588
Q381_C2,Good,No,0.5379202776967946,0.7061316645646442
Q381_C3,Good,Unsure,0.7142299451040298,0.7352440011158023
Q381_C4,Good,Yes,0.7581304066504015,0.8147593648097472
Q381_C5,Good,Unsure,0.8255833979696127,0.8660390225428687
Q382_C1,Good,Not Applicable,0.0,0.3817350937665524
Q382_C2,Good,Not Applicable,0.03200923544820441,0.12583861800168913
Q382_C3,Potential,Not Applicable,0.6252285250968452,0.5118445202309965
Q382_C4,Potential,Not Applicable,0.583544998757199,0.5304579450984859
Q382_C5,Dialogue,Not Applicable,0.743715388527218,0.5647807716429936
Q382_C6,Good,Not Applicable,0.659342643269343,0.513635933069398
Q382_C7,Good,Not Applicable,0.44940394682934565,0.5467075827120716
Q382_C8,Bad,Not Applicable,0.44940394682934565,0.5467075827120716
Q383_C1,Good,Not Applicable,0.679890026930693,0.8115908233811683
Q383_C2,Good,Not Applicable,0.044125071005285336,0.4311336256072913
Q383_C3,Potential,Not Applicable,0.4992302427861719,0.6150307785567686
Q383_C4,Good,Not Applicable,0.40434654683138793,0.7357073276761588
Q383_C5,Good,Not Applicable,0.585725233172328,0.7371627599278895
Q384_C1,Bad,Not Applicable,0.18305278285562487,0.4936383507882907
Q384_C2,Potential,Not Applicable,0.10619180256389177,0.6718346587473355
Q384_C3,Good,Not Applicable,0.5883369694221211,0.6594806563150566
Q384_C4,Good,Not Applicable,0.19788741817572642,0.16530003692580686
Q384_C5,Potential,Not Applicable,0.49568042696358094,0.6292207448744408
Q385_C1,Potential,Not Applicable,0.18344403919203114,0.41571310525834354
Q385_C2,Good,Not Applicable,0.38948477051845876,0.7974302670311548
Q385_C3,Good,Not Applicable,0.3558497342984991,0.8145994476647761
Q386_C1,Bad,Not Applicable,0.3837222910725512,0.784868121025443
Q386_C2,Dialogue,Not Applicable,0.213067542955152,0.7579545172634437
Q387_C1,Dialogue,Not Applicable,0.07290361474498687,0.5441798398831809
Q387_C2,Not English,Not Applicable,0.0,0.5380987770769907
Q387_C3,Dialogue,Not Applicable,0.04452597989496795,0.3539303321172837
Q387_C4,Dialogue,Not Applicable,0.09461777906268516,0.2288653049606346
Q387_C5,Dialogue,Not Applicable,0.0879700631524937,0.41635083497921394
Q387_C6,Dialogue,Not Applicable,0.07007678527417123,0.5594327272025822
Q387_C7,Bad,Not Applicable,0.0,0.6642266013819534
Q388_C1,Good,Not Applicable,0.058611345481732,0.6624750529993415
Q388_C2,Good,Not Applicable,0.29650804491801314,0.7859997714647409
Q388_C3,Good,Not Applicable,0.2138895500966043,0.7191679766566837
Q388_C4,Good,Not Applicable,0.16761454958238062,0.7885072416738416
Q388_C5,Good,Not Applicable,0.4158883681518391,0.7284984154583779
Q389_C1,Bad,Not Applicable,0.5676899078824409,0.7429272642232244
Q389_C2,Potential,Not Applicable,0.7228462914826483,0.775744561351249
Q390_C1,Good,Not Applicable,0.48298494979313017,0.6766515572426248
Q390_C2,Good,Not Applicable,0.6301622540495512,0.7789240151082977
Q390_C3,Dialogue,Not Applicable,0.11733678992318623,0.3988495971955022
Q390_C4,Potential,Not Applicable,0.3508706071914216,0.7441138280744288
Q390_C5,Dialogue,Not Applicable,0.2964034781427051,0.7499647397972592
Q390_C6,Potential,Not Applicable,0.4267088150231913,0.8468364015937483
Q390_C7,Potential,Not Applicable,0.15303278894660224,0.684022127570808
Q391_C1,Dialogue,Not Applicable,-0.13307341663314734,0.11944888850640349
Q392_C1,Bad,Not Applicable,0.47458861218721726,0.404294727800343
Q392_C2,Bad,Not Applicable,0.12892176743423833,0.4677227165168138
Q392_C3,Bad,Not Applicable,0.1369060329851697,0.42118247357159205
Q392_C4,Good,Not Applicable,0.6115078267812137,0.542627826208059
Q392_C5,Bad,Not Applicable,0.08555569011378539,0.24620679552978875
Q392_C6,Good,Not Applicable,0.24092855087307197,0.4028954542696132
Q393_C1,Bad,Not Applicable,0.0,0.4395859086978948
Q394_C1,Dialogue,Not Applicable,0.09695539235025852,0.6510600331437905
Q394_C2,Dialogue,Not Applicable,0.0,0.6173545880160077
Q394_C3,Dialogue,Not Applicable,0.0,0.2814790419868213
Q394_C4,Bad,Not Applicable,0.008826629097284199,0.6301427874739627
Q394_C5,Bad,Not Applicable,0.04398494711079113,0.22790234230424913
Q394_C6,Bad,Not Applicable,0.025176741348045054,0.7323695018444019
Q394_C7,Dialogue,Not Applicable,0.4564202182284087,0.8129410410301807
Q394_C8,Dialogue,Not Applicable,0.2431243525317748,0.4010519445397313
Q394_C9,Bad,Not Applicable,0.0,0.6422783917490552
Q394_C10,Dialogue,Not Applicable,0.3892837169683712,0.7835231152764784
Q394_C11,Dialogue,Not Applicable,0.21489986895387825,0.819444602117422
Q394_C12,Bad,Not Applicable,0.00491128251264779,0.6779722922494537
Q394_C13,Bad,Not Applicable,0.0,0.5179272293202181
Q394_C14,Potential,Not Applicable,0.37069723734316584,0.8609402539187421
Q394_C15,Good,Not Applicable,0.0,0.58729982257652
Q394_C16,Dialogue,Not Applicable,0.5269644863329666,0.8067704755087202
Q394_C17,Good,Not Applicable,0.012621617595989914,0.3728629574157827
Q395_C1,Bad,Not Applicable,0.11170318108115967,0.7814649563354645
Q395_C2,Potential,Not Applicable,0.5872876337116859,0.9277140847984919
Q395_C3,Potential,Not Applicable,0.5014235932912858,0.7845376544163273
Q395_C4,Dialogue,Not Applicable,0.4338473335909814,0.8421603549178563
Q395_C5,Dialogue,Not Applicable,0.03615160347587993,0.7804112817979938
Q395_C6,Dialogue,Not Applicable,0.5590164200405136,0.8670040135602687
Q395_C7,Dialogue,Not Applicable,0.3337290059375439,0.5135503900488254
Q395_C8,Dialogue,Not Applicable,0.0,0.6441868206911738
Q395_C9,Bad,Not Applicable,0.5185859964078784,0.884697835000633
Q395_C10,Dialogue,Not Applicable,0.22633296528181526,0.4265302013604992
Q395_C11,Good,Not Applicable,0.45171003907902757,0.7698180902833839
Q395_C12,Dialogue,Not Applicable,0.3164072850847877,0.6378507886422243
Q395_C13,Dialogue,Not Applicable,0.35845874019533386,0.7755928572456008
Q395_C14,Dialogue,Not Applicable,0.5363075510511364,0.912256710262413
Q395_C15,Good,Not Applicable,0.24676981663201095,0.768459591095751
Q395_C16,Good,Not Applicable,0.5500049552423615,0.7170147139151337
Q395_C17,Bad,Not Applicable,0.3140795232819568,0.7631000649122265
Q395_C18,Bad,Not Applicable,0.1424695113204373,0.4181489975098512
Q395_C19,Bad,Not Applicable,0.3140795232819568,0.7631000649122265
Q395_C20,Bad,Not Applicable,0.0695615036638331,0.67771723192414
Q395_C21,Bad,Not Applicable,0.3140795232819568,0.7631000649122265
Q395_C22,Bad,Not Applicable,0.1424695113204373,0.4181489975098512
Q395_C23,Dialogue,Not Applicable,0.30896931201437927,0.5285506398050928
Q395_C24,Dialogue,Not Applicable,0.2898357779879558,0.7876730985978329
Q395_C25,Bad,Not Applicable,0.3140795232819568,0.7631000649122265
Q395_C26,Bad,Not Applicable,0.1424695113204373,0.4181489975098512
Q395_C27,Bad,Not Applicable,0.3140795232819568,0.7631000649122265
Q395_C28,Bad,Not Applicable,0.1424695113204373,0.4181489975098512
Q395_C29,Bad,Not Applicable,0.3140795232819568,0.7631000649122265
Q395_C30,Bad,Not Applicable,0.1424695113204373,0.4181489975098512
Q395_C31,Bad,Not Applicable,0.3140795232819568,0.7631000649122265
Q395_C32,Bad,Not Applicable,0.1424695113204373,0.4181489975098512
Q396_C1,Good,Not Applicable,0.23919749797153234,0.6723134782990928
Q396_C2,Bad,Not Applicable,0.23919749797153234,0.6723134782990928
Q396_C3,Good,Not Applicable,0.14038785996006306,0.7188733307916958
Q396_C4,Bad,Not Applicable,0.3198667354391727,0.747259960968259
Q396_C5,Good,Not Applicable,0.20358395558147985,0.8250444363297647
Q396_C6,Good,Not Applicable,0.0,0.6451816609949693
Q397_C1,Good,Not Applicable,0.35639610508203406,0.5973525354688385
Q397_C2,Good,Not Applicable,0.19138975359225371,0.7841705759924931
Q397_C3,Good,Not Applicable,0.17963406247812097,0.5917804024347686
Q398_C1,Good,Not Applicable,0.0,0.530897294227401
Q398_C2,Good,Not Applicable,0.21096615789121412,0.3677696132470816
Q398_C3,Potential,Not Applicable,-0.008528245755800964,0.12991942288697164
Q398_C4,Good,Not Applicable,0.0,0.1794133174573981
Q398_C5,Good,Not Applicable,0.0,0.38482577274607443
Q399_C1,Potential,Not Applicable,0.8351252358579694,0.5233267400220036
Q399_C2,Bad,Not Applicable,0.16802224486765283,0.6142441537584695
Q399_C3,Potential,Not Applicable,0.04447755539439609,0.6674670826958242
Q399_C4,Bad,Not Applicable,0.15555527347521145,0.39623869747114526
Q399_C5,Potential,Not Applicable,0.2071518531350711,0.6217795447261052
Q399_C6,Dialogue,Not Applicable,0.24682824997859765,0.40617153764403185
Q399_C7,Good,Not Applicable,0.25306082229166876,0.671932384739408
Q399_C8,Dialogue,Not Applicable,0.08439305017794962,0.5728167966552924
Q399_C9,Potential,Not Applicable,-0.019329637553855854,0.3052965461088488
Q400_C1,Good,Not Applicable,0.5148017626373881,0.7045920493862411
Q400_C2,Good,Not Applicable,0.02441854844537957,0.5819148756841124
Q400_C3,Good,Not Applicable,0.6040594657822584,0.8076638008926407
Q400_C4,Good,Not Applicable,0.22832651589751016,0.6825017616773156
Q400_C5,Dialogue,Not Applicable,0.5145301075004222,0.7465592814985572
Q400_C6,Good,Not Applicable,0.5972756172345792,0.7945496154236777
Q400_C7,Potential,Not Applicable,0.18290983657164953,0.6379028741094066
Q401_C1,Good,Not Applicable,0.29805421652167174,0.7193810538596874
Q401_C2,Good,Not Applicable,0.7060357232163045,0.8589605705828456
Q401_C3,Good,Not Applicable,0.672775784169871,0.8459772087336617
Q401_C4,Potential,Not Applicable,0.08207651327158734,0.44671931809006565
Q401_C5,Good,Not Applicable,0.6538112992726628,0.8423697752593942
Q401_C6,Good,Not Applicable,0.7289035732622365,0.8072950054847049
Q401_C7,Good,Not Applicable,0.7627505921089114,0.801691113531135
Q401_C8,Good,Not Applicable,0.5438904415077651,0.7417890651310641
Q401_C9,Good,Not Applicable,0.719414671787831,0.7368670785475205
Q402_C1,Bad,Not Applicable,0.12435660010965753,0.6815644850939591
Q402_C2,Bad,Not Applicable,0.47910462874941967,0.7234885818307671
Q402_C3,Bad,Not Applicable,0.18928249518060083,0.15281436412643576
Q402_C4,Bad,Not Applicable,0.3047970059144257,0.7453014228376417
Q402_C5,Bad,Not Applicable,0.1624596389306505,0.827699204562261
Q402_C6,Bad,Not Applicable,0.24701805786797026,0.5636088904636736
Q402_C7,Bad,Not Applicable,0.0,0.0
Q402_C8,Bad,Not Applicable,0.0,0.7079600914001329
Q402_C9,Bad,Not Applicable,0.13014106113840315,0.4036413447701036
Q402_C10,Good,Not Applicable,0.4015391077519436,0.7576832466343056
Q402_C11,Good,Not Applicable,0.24757991194445098,0.7645183517956269
Q402_C12,Good,Not Applicable,0.2517069610723218,0.7041892857614075
Q402_C13,Potential,Not Applicable,0.2688674484391271,0.5845310190504713
Q402_C14,Potential,Not Applicable,0.12252270658250827,0.7073266758562889
Q402_C15,Bad,Not Applicable,0.2816549378535569,0.5825604441208079
Q403_C1,Dialogue,Not Applicable,0.5466449139685866,0.835197838172666
Q403_C2,Dialogue,Not Applicable,0.43618193357509316,0.8081112248659567
Q403_C3,Good,Not Applicable,0.3747938564289208,0.5846598220122875
Q403_C4,Dialogue,Not Applicable,0.41365429155849687,0.8557321082139938
Q403_C5,Good,Not Applicable,0.44929071806969956,0.8567317390987372
Q403_C6,Dialogue,Not Applicable,0.4347437541153113,0.7801037167341108
Q403_C7,Good,Not Applicable,0.0,0.0
Q404_C1,Good,Not Applicable,-0.025225222855010554,0.7395704260400409
Q404_C2,Dialogue,Not Applicable,0.0,0.518751164936567
Q404_C3,Good,Not Applicable,0.7053559567945856,0.515808619721085
Q404_C4,Good,Not Applicable,0.02717486279984861,0.6153147338589597
Q404_C5,Good,Not Applicable,0.019909092415377114,0.6006562641222624
Q404_C6,Good,Not Applicable,0.5464528071415018,0.6686645422589794
Q405_C1,Good,Not Applicable,0.5884074546523164,0.7770927588864304
Q405_C2,Good,Not Applicable,0.6259365128850934,0.7241182705984825
Q405_C3,Good,Not Applicable,0.09529101701092199,0.40352510574800887
Q405_C4,Bad,Not Applicable,0.5865551142818559,0.5653208116593715
Q406_C1,Good,Not Applicable,0.4885355461663595,0.7796894781403843
Q406_C2,Good,Not Applicable,0.3628151913046359,0.7965290683431749
Q406_C3,Good,Not Applicable,0.6172874352464569,0.8684442310802779
Q406_C4,Dialogue,Not Applicable,0.295361360897862,0.4842364779854944
Q406_C5,Potential,Not Applicable,0.34234953350754754,0.8056597956538085
Q406_C6,Potential,Not Applicable,0.43985601217447895,0.8245637691891035
Q406_C7,Dialogue,Not Applicable,0.2956338047956929,0.5155406682213183
Q406_C8,Dialogue,Not Applicable,0.5437620274743282,0.7969687855878173
Q406_C9,Good,Not Applicable,0.5838634451999436,0.873183870263826
Q406_C10,Dialogue,Not Applicable,0.31426275795132247,0.7009912330168178
Q406_C11,Bad,Not Applicable,0.4755122687925658,0.8366167563830234
Q406_C12,Good,Not Applicable,0.47801253196591875,0.877770575163811
Q406_C13,Good,Not Applicable,0.5421481123377826,0.8855774657433786
Q407_C1,Good,Yes,0.32765911135486503,0.6565764105922339
Q407_C2,Bad,Not Applicable,0.07888885066798325,0.5357503961635871
Q407_C3,Bad,Not Applicable,0.13788200870377199,0.7745997397176451
Q407_C4,Dialogue,Not Applicable,0.2834728131737897,0.719103154423371
Q407_C5,Bad,Not Applicable,-0.0026186942627896477,0.6211399229509199
Q407_C6,Bad,Not Applicable,0.3315134341830238,0.7436560640920414
Q407_C7,Bad,Not Applicable,-0.03556514929853712,0.612171759356093
Q407_C8,Good,Unsure,0.672775925540967,0.7325439496377292
Q407_C9,Bad,Not Applicable,0.2910667832859808,0.4971210034829277
Q407_C10,Bad,Not Applicable,0.07893192072455345,0.6992445675700802
Q407_C11,Bad,Not Applicable,0.11301467867610311,0.761206633252956
Q407_C12,Bad,Not Applicable,0.06192905267204963,0.6171319981345463
Q407_C13,Bad,Not Applicable,0.16117627402666254,0.6135869212066155
Q407_C14,Bad,Not Applicable,0.16355144777510308,0.8017362448944494
Q407_C15,Bad,Not Applicable,0.22213709006724808,0.8161434759565002
Q407_C16,Bad,Not Applicable,0.19850696863652656,0.8376196287111586
Q407_C17,Bad,Not Applicable,0.24603492141984631,0.5555452526265309
Q407_C18,Bad,Not Applicable,-0.03857194881297971,0.5962057174348749
Q407_C19,Good,Unsure,0.5780017676818819,0.7708112971558889
Q407_C20,Bad,Not Applicable,0.0,0.7793041494310338
Q407_C21,Good,Unsure,0.08216817316749048,0.6731732205520955
Q407_C22,Good,Unsure,0.6076269936463176,0.7585730657964906
Q407_C23,Dialogue,Not Applicable,0.30229120271541216,0.8011061330341185
Q407_C24,Bad,Not Applicable,0.1780270197211815,0.4307056532471473
Q407_C25,Dialogue,Not Applicable,0.3641214161436906,0.8374403143151126
Q407_C26,Bad,Not Applicable,0.0,0.6727958231370655
Q407_C27,Bad,Not Applicable,0.1643245038686217,0.7419367410910629
Q408_C1,Potential,Not Applicable,0.49069438299510076,0.8261540667142517
Q408_C2,Bad,Not Applicable,0.5269099503398076,0.811827433932625
Q408_C3,Bad,Not Applicable,0.5835101624252768,0.854819734016012
Q409_C1,Dialogue,Not Applicable,0.5562797148491798,0.4911514607708072
Q410_C1,Good,Not Applicable,0.4139837565188494,0.8965974080370375
Q410_C2,Potential,Not Applicable,0.17699633089346217,0.5751817093070797
Q410_C3,Good,Not Applicable,0.17385919563828758,0.734423969633267
Q410_C4,Potential,Not Applicable,0.5625199482939115,0.8721443877229449
Q410_C5,Good,Not Applicable,0.4929787225072476,0.8798876648123147
Q410_C6,Dialogue,Not Applicable,0.35868545824494774,0.765325390077396
Q410_C7,Dialogue,Not Applicable,0.6370238424166565,0.7959598085037666
Q410_C8,Good,Not Applicable,0.22859979773298905,0.8499549155931316
Q411_C1,Good,Not Applicable,0.16366638140053166,0.4408451344580257
Q411_C2,Good,Not Applicable,0.6075125711210033,0.6777978792842021
Q411_C3,Good,Not Applicable,0.6123142315709956,0.6499962030244011
Q411_C4,Good,Not Applicable,0.48188056848989247,0.5845838334411816
Q411_C5,Good,Not Applicable,0.13592419925017774,0.5196406733339689
Q412_C1,Good,Not Applicable,0.0,0.22263731218511615
Q412_C2,Good,Not Applicable,0.0,0.5870173499793022
Q412_C3,Good,Not Applicable,0.5628373549995852,0.8701446214312616
Q412_C4,Good,Not Applicable,0.37563560920760913,0.8380501360602601
Q412_C5,Good,Not Applicable,0.3116214366353504,0.8607316946052781
